# Downloaded from: https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22OR13C4%22%7D%5D&species=&conditionQuery=%5B%5D&bs=%7B%22homo%20sapiens%22%3A%5B%22ORGANISM_PART%22%5D%2C%22ovis%20aries%22%3A%5B%22ORGANISM_PART%22%5D%7D&ds=%7B%22kingdom%22%3A%5B%22animals%22%5D%7D#baseline
# Timestamp: 2018-12-03T15:14:36.891Z
# Query results for: [{"value":"OR13C4"}], in conditions [], in species Ovis aries
# Ordering: By experiment type
	adrenal gland	alveolar macrophage	biceps	brainstem	caecum	cerebellum	colon	cortex of kidney	duodenum	epididymis	hypothalamus	inner lining mucosa of the abomasum	liver	longissimus thoracis muscle	lung	mesenteric lymph node	omentum	pituitary gland	prescapular lymph node	rectum	renal medulla	rumen	skin of back	spleen	telencephalon	testis	thyroid gland	tonsil	ventricle
39 Roslin - male, adult	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
